QueueLength.txt
35947.23014	6.0
36023.66483	5.0
36149.20064	5.0
36228.11591	4.0
36702.17779	3.0
36734.30266	2.0
36847.80815	1.0
37287.53374	5.0
37346.21226	4.0
37411.58458	3.0
37561.1054	3.0
37976.74461	2.0
38022.75514	1.0
38369.80632	1.0
38552.89588	1.0
38704.93686	1.0
38917.62794	1.0
38976.80553	1.0
39372.8777	2.0
39601.52196	2.0
39628.46928	1.0
39901.01345	1.0
40463.72055	1.0
40596.97446	1.0
40770.7406	1.0
40881.78121	1.0
41123.48476	1.0
41379.22193	1.0
41440.00459	1.0
42080.68553	1.0
42333.3142	1.0
42367.65832	1.0
42648.33522	1.0
42913.84888	2.0
42925.34409	1.0
43534.25677	1.0
43538.70615	1.0
43800.59841	1.0
43833.34595	1.0
44559.11105	1.0
44661.39229	1.0
44701.29281	1.0
44901.88252	1.0
45398.10919	2.0
45443.9772	2.0
46018.10864	1.0
46707.49114	1.0
46726.085	1.0
47119.11118	1.0
47396.4261	2.0
47708.00484	1.0
48015.87634	3.0
48250.42212	4.0
48513.55378	3.0
48616.43112	3.0
48894.35391	5.0
49169.04545	7.0
49484.84185	9.0
49778.69233	10.0
50055.47686	10.0
50669.93174	12.0
51256.0813	12.0
51939.91746	14.0
52200.1511	13.0
52337.64431	12.0
52744.06973	13.0
52883.66908	12.0
53296.82725	12.0
53415.36038	12.0
53845.23252	12.0
54057.26156	13.0
54435.26491	14.0
54494.24122	13.0
54613.62323	12.0
55028.36953	13.0
55117.82606	13.0
55224.61281	12.0
55376.78242	13.0
55600.01675	13.0
55655.40185	13.0
55845.40674	13.0
55938.80858	12.0
56170.59692	13.0
56419.03932	14.0
56597.43006	15.0
56675.37437	14.0
56780.08551	13.0
57240.609	13.0
57366.20224	13.0
57516.19798	13.0
57539.75732	12.0
57645.25147	11.0
58105.04443	13.0
58134.94621	12.0
58318.32172	12.0
58366.69461	11.0
58418.77426	10.0
58624.33388	10.0
58894.89217	11.0
58996.6676	10.0
59276.44266	10.0
59516.23752	10.0
59876.35931	10.0
60096.20712	10.0
60160.71343	10.0
60422.65108	10.0
60648.62585	10.0
60926.65301	12.0
61047.62631	12.0
61330.07707	14.0
61544.87766	14.0
61589.23367	14.0
62146.07496	16.0
62183.49465	15.0
62771.40527	16.0
63387.61306	17.0
63662.84953	16.0
64283.82074	18.0
64369.3508	18.0
64865.75368	19.0
64952.00913	18.0
65496.15632	19.0
65536.26999	18.0
65821.00967	18.0
66061.48679	19.0
66134.15049	20.0
66326.94094	19.0
66421.56477	18.0
66440.57904	17.0
66703.26285	18.0
66908.54636	18.0
67013.30517	17.0
67310.12703	17.0
67463.95064	18.0
67645.71184	18.0
67730.13422	17.0
67947.5553	16.0
68290.97716	17.0
68314.69079	16.0
68560.09721	19.0
68873.56997	19.0
68884.8133	18.0
69237.60768	19.0
69485.78708	20.0
69502.69809	20.0
69612.62737	19.0
69904.846	19.0
70030.04534	18.0
70070.1728	17.0
70182.65157	16.0
70475.05301	16.0
70630.28034	16.0
70680.17668	16.0
70712.92738	15.0
70956.18659	16.0
71102.93097	15.0
71199.80054	14.0
71342.41606	14.0
71370.85621	13.0
71511.36471	12.0
71768.21153	12.0
71951.04206	11.0
71989.20112	11.0
72125.14758	11.0
72273.44598	10.0
72319.03283	10.0
72382.96583	9.0
72634.70561	11.0
72655.86374	10.0
72882.02618	11.0
72907.75514	10.0
72913.01321	9.0
72933.21254	9.0
73193.99572	8.0
73455.38269	7.0
73502.68141	6.0
73580.96771	5.0
74023.3895	5.0
74140.57127	6.0
74158.26194	5.0
74424.53991	4.0
74646.97598	4.0
74757.32768	4.0
75039.9802	3.0
75073.50076	2.0
75306.27207	1.0
75619.25256	1.0
76152.83318	1.0
76218.36115	3.0
76778.05962	5.0
76884.2256	4.0
77064.99656	4.0
77145.50299	5.0
77736.26899	10.0
78352.66962	10.0
78612.80739	11.0
79181.62338	12.0
79455.25224	13.0
80066.1146	16.0
80335.25244	18.0
80880.45581	17.0
80926.61578	16.0
81460.52347	16.0
81514.15459	15.0
81788.71591	17.0
82018.92965	18.0
82461.41254	20.0
82610.24342	19.0
82805.57358	20.0
83093.01261	20.0
83176.46162	19.0
83380.70929	18.0
83750.85147	20.0
83822.60343	20.0
83977.03426	19.0
84263.58393	20.0
84421.12802	19.0
84422.1091	18.0
84693.81706	17.0
84830.54548	17.0
84973.59361	16.0
84992.47509	15.0
85281.40795	14.0
85514.53577	14.0
85608.94232	13.0
85878.92537	12.0
86058.06524	11.0
86160.57536	11.0
86185.20296	10.0
86612.1971	10.0
86740.71185	9.0
86851.89289	8.0
86891.59983	7.0
87305.72203	6.0
87396.4724	6.0
87473.90334	5.0
87893.31205	6.0
87925.12158	5.0
88110.98099	4.0
88495.85721	5.0
88534.4483	4.0
88703.41711	4.0
88776.91466	4.0
89187.66944	4.0
89416.70206	4.0
89676.41174	3.0
89723.56548	2.0
