QueueLength.txt
0.0	1.0
49.30901	1.0
140.81105	1.0
334.61339	1.0
974.38816	1.0
1027.70008	1.0
1613.32031	1.0
2102.142	1.0
2104.11544	1.0
2324.08042	1.0
2336.14415	1.0
2684.64964	1.0
2740.01349	1.0
2954.0927	1.0
3006.25721	1.0
3290.18614	1.0
4011.94136	1.0
4306.53343	1.0
4559.30982	1.0
4618.26716	1.0
4745.26656	1.0
4884.34988	1.0
4900.18271	1.0
5176.62531	1.0
5450.71481	1.0
5589.89966	1.0
5642.79268	1.0
5879.52774	1.0
6793.2787	1.0
6873.60353	1.0
7023.55872	1.0
7039.46467	1.0
7128.0532	1.0
7332.1091	1.0
7623.86896	1.0
8796.90313	2.0
8881.30432	2.0
8897.76364	2.0
9162.98522	2.0
9349.93586	2.0
9484.22785	1.0
9827.46095	3.0
9930.13762	2.0
10061.38531	2.0
10347.03699	3.0
10427.58402	3.0
10516.09209	2.0
10613.2114	2.0
11045.63445	4.0
11046.94107	3.0
11234.50205	3.0
11510.9115	3.0
11600.31765	2.0
11674.73013	1.0
12188.83088	3.0
12267.3363	3.0
12319.91507	3.0
12593.46837	3.0
12753.39036	2.0
12863.31534	1.0
13198.43134	1.0
13423.32733	1.0
13495.79805	1.0
13609.99439	1.0
14032.11996	5.0
14124.16328	4.0
14166.86206	3.0
14643.43128	2.0
14752.75438	1.0
14799.02672	1.0
15031.51421	2.0
15228.07187	3.0
15294.46558	4.0
15314.97685	3.0
15398.5838	2.0
15567.28171	4.0
15822.009	3.0
15926.67263	4.0
15976.73925	3.0
16102.92891	2.0
16218.91438	1.0
16378.16653	2.0
16505.19122	1.0
17110.22839	1.0
17424.47708	1.0
17925.03772	1.0
17999.95092	1.0
18046.03857	1.0
18322.38103	1.0
18595.78744	1.0
18734.07705	1.0
18852.37166	1.0
19173.76674	1.0
19881.67053	1.0
19950.34188	1.0
20402.14866	2.0
20514.53438	1.0
20609.40267	1.0
20673.95946	1.0
20942.52903	1.0
21127.85807	1.0
21220.62577	1.0
21790.30475	1.0
21950.78527	1.0
22331.14291	3.0
22623.09419	3.0
22920.82081	3.0
23183.77792	4.0
23251.88448	3.0
27240.47202	24.0
27877.96568	25.0
28143.29089	24.0
28405.22299	25.0
28700.93584	25.0
28982.80733	25.0
29053.87843	24.0
29245.17976	23.0
29731.94872	24.0
29924.61126	23.0
30285.72974	24.0
30485.16278	24.0
30908.24049	25.0
30931.12526	24.0
31047.62341	23.0
31070.79659	23.0
31488.73282	24.0
31522.48322	23.0
31644.87257	23.0
31659.73357	22.0
31917.34043	21.0
32034.72172	20.0
32112.03716	19.0
32218.36211	18.0
32525.83219	18.0
32626.05766	17.0
32726.22335	16.0
32782.28802	15.0
33104.74821	15.0
33207.80437	16.0
33305.45501	15.0
33366.03706	14.0
33622.39754	13.0
33635.85332	12.0
33815.44172	11.0
33897.88542	10.0
33953.82326	10.0
34160.8343	9.0
34224.63923	8.0
34344.07002	7.0
34556.87712	8.0
34763.74407	8.0
34831.1099	7.0
34986.64335	6.0
35096.64214	5.0
35392.67583	4.0
35443.4545	3.0
35574.07716	3.0
35676.19542	5.0
